id,titre,categorie,output_kind,source
outil-de-benchmark-et-maturite-pm-opm3,Outil de benchmark & maturité PM (OPM3),GESTION DE PROJETS & PMO,assessment,heuristique
outil-de-benchmarking-sectoriel-international,Outil de benchmarking sectoriel international,INTELLIGENCE ÉCONOMIQUE & VEILLE,analysis,heuristique
outil-de-blended-learning-hybridation,Outil de blended learning & hybridation,PROFILS APPRENANTS & PÉDAGOGIE,profile,heuristique
outil-de-brand-management-et-identite-de-marque,Outil de brand management & identité de marque,MARKETING & COMMERCIAL,analysis,heuristique
outil-de-calcul-de-l-empreinte-eau-et-biodiversite,Outil de calcul de l'empreinte eau & biodiversité,RSE & DÉVELOPPEMENT DURABLE,analysis,heuristique
outil-de-calcule-de-l-impact-economique-local,Outil de calcul de l'impact économique local,RSE & DÉVELOPPEMENT DURABLE,analysis,heuristique
outil-de-calcule-et-suit-du-roi-projet,Outil de calcul & suivi du ROI projet,GESTION DE PROJETS & PMO,analysis,heuristique
outil-de-capitalisation-des-experiences-de-projet,Outil de capitalisation des expériences de projet,ÉTUDES DE PROJETS & FAISABILITÉ,analysis,heuristique
outil-de-classification-pesee-des-postes-hay,Outil de classification & pesée des postes (Hay),RH & CAPITAL HUMAIN,analysis,heuristique
outil-de-co-creation-avec-parties-prenantes,Outil de co-création avec parties prenantes,INNOVATION & R&D,analysis,heuristique
outil-de-coaching-pedagogique-personnalise,Outil de coaching pédagogique personnalisé,PROFILS APPRENANTS & PÉDAGOGIE,profile,heuristique
outil-de-communication-de-crise-multicanal,Outil de communication de crise multicanal,GESTION DES RISQUES,analysis,heuristique
outil-de-communication-rse-aupres-des-communautes-locales,Outil de communication RSE auprès des communautés locales,RSE & DÉVELOPPEMENT DURABLE,analysis,heuristique
outil-de-compliance,"Outil de compliance CIMA, UEMOA, CEMAC, OHADA",JURIDIQUE & CONFORMITÉ,analysis,heuristique
outil-de-conformite-ai-act-et-regulation-de-l-ia,Outil de conformité AI Act & régulation de l'IA,TRANSFORMATION DIGITALE & IA,assessment,heuristique
outil-de-conformite-aml-kyc,Outil de conformité AML/KYC (anti-blanchiment),JURIDIQUE & CONFORMITÉ,assessment,heuristique
outil-de-conformite-anti-corruption-iso-37001,Outil de conformité anti-corruption (ISO 37001),JURIDIQUE & CONFORMITÉ,assessment,heuristique
outil-de-conformite-droit-de-la-concurrence,Outil de conformité droit de la concurrence,JURIDIQUE & CONFORMITÉ,assessment,heuristique
outil-de-conformite-droit-du-travail-sectoriel,Outil de conformité droit du travail sectoriel,JURIDIQUE & CONFORMITÉ,assessment,heuristique
outil-de-conformite-iso-37301,Outil de conformité ISO 37301,"Gouvernance, Éthique & Anti-Corruption",assessment,heuristique
outil-de-conformite-itie-transparence-miniere,Outil de conformité ITIE (transparence minière),OUTILS SECTORIELS SPÉCIALISÉS,assessment,heuristique
outil-de-conformite-marches-publics-et-ohada,Outil de conformité marchés publics & OHADA,JURIDIQUE & CONFORMITÉ,assessment,heuristique
outil-de-conformite-ohada-droit-des-affaires-africain,Outil de conformité OHADA & droit des affaires africain,OUTILS SECTORIELS SPÉCIALISÉS,assessment,heuristique
outil-de-conformite-rgcd-protection-des-donnees,Outil de conformité RGPD & protection des données,JURIDIQUE & CONFORMITÉ,assessment,heuristique
outil-de-conformite-sectorielle,"Outil de conformité sectorielle (bancaire, santé, énergie)",JURIDIQUE & CONFORMITÉ,assessment,heuristique
outil-de-conformite-taxonomie-verte,Outil de conformité taxonomie verte (UE/Afrique),RSE & DÉVELOPPEMENT DURABLE,assessment,heuristique
outil-de-connaissance-de-soi,Outil de connaissance de soi (Fenêtre de Johari),PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
outil-de-construction-verte-hqe-breeam,Plan de projet de construction verte (HQE/BREEAM),OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
outil-de-cooptation-et-referral-program,Outil de cooptation & referral program,RH & CAPITAL HUMAIN,analysis,heuristique
outil-de-design-de-parcours-de-formation,Outil de design de parcours de formation,OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-de-design-ux-ui-centre-utilisateur,Outil de design UX/UI centré utilisateur,TRANSFORMATION DIGITALE & IA,analysis,heuristique
outil-de-detection-des-biais-au-recrutement,Outil de détection des biais au recrutement,RH & CAPITAL HUMAIN,analysis,heuristique
outil-de-detection-et-prevention-de-la-fraude,Outil de détection & prévention de la fraude,GESTION DES RISQUES,analysis,heuristique
outil-de-developpement-de-la-pensee-systemique,Outil de développement de la pensée systémique,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
outil-de-developpement-du-leadership-authentique,Outil de développement du leadership authentique,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
outil-de-devoir-de-vigilance-sapin-ii-dembelé,Outil de devoir de vigilance (Sapin II / Dembélé),JURIDIQUE & CONFORMITÉ,analysis,heuristique
outil-de-due-diligence-en-droits-humains-et-travail,Outil de due diligence en droits humains & travail,RSE & DÉVELOPPEMENT DURABLE,analysis,heuristique
outil-de-facilitation-strategique,Outil de facilitation stratégique (workshop & CODIR),STRATÉGIE & MANAGEMENT,analysis,heuristique
outil-de-feedback-pedagogique-360,Outil de feedback pédagogique 360°,PROFILS APPRENANTS & PÉDAGOGIE,profile,heuristique
outil-de-financement-vert,"Outil de financement vert (Green Bonds, Sustainability Linked)",RSE & DÉVELOPPEMENT DURABLE,analysis,heuristique
outil-de-formalisation-entreprise-informelle,Outil de formalisation d'entreprise informelle,OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-de-fundraising-et-gestion-des-relations-investisseurs,Outil de fundraising & gestion des relations investisseurs,OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-de-gamification-et-apprentissage-par-le-jeu,Outil de gamification & apprentissage par le jeu,PROFILS APPRENANTS & PÉDAGOGIE,profile,heuristique
outil-de-gestion-continue-des-performances-cpm,Outil de gestion continue des performances (CPM),RH & CAPITAL HUMAIN,analysis,heuristique
outil-de-gestion-de-l-innovation-frugale-et-jugaad,Outil de gestion de l'innovation frugale & jugaad,INNOVATION & R&D,analysis,heuristique
outil-de-gestion-de-la-blockchain-en-entreprise,Outil de gestion de la blockchain en entreprise,TRANSFORMATION DIGITALE & IA,analysis,heuristique
outil-de-gestion-de-la-connaissance-projet,Outil de gestion de la connaissance projet (KB),GESTION DE PROJETS & PMO,analysis,heuristique
outil-de-gestion-de-la-dette-technologique,Outil de gestion de la dette technologique,INNOVATION & R&D,analysis,heuristique
outil-de-gestion-de-la-paie-optimisation,Outil de gestion de la paie & optimisation,RH & CAPITAL HUMAIN,analysis,heuristique
outil-de-gestion-de-la-qualite-en-sante,Outil de gestion de la qualité en santé (accréditation HAS/JCI),QUALITÉ & EXCELLENCE OPÉRATIONNELLE,analysis,heuristique
outil-de-gestion-de-la-reputation-en-ligne-orm,Outil de gestion de la réputation en ligne (ORM),MARKETING & COMMERCIAL,analysis,heuristique
outil-de-gestion-de-la-transition-numerique-du-secteur-public,Outil de gestion de la transition numérique du secteur public,TRANSFORMATION DIGITALE & IA,analysis,heuristique
outil-de-gestion-de-lidentite-numerique-kyc-digital,Outil de gestion de l'identité numérique (KYC digital),OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-de-gestion-de-portefeuille-d-actifs,Outil de gestion de portefeuille d'actifs,FINANCE & GESTION,analysis,heuristique
outil-de-gestion-de-projet-humanitaire-ong,Outil de gestion de projet humanitaire & ONG (PCM/LFA),GESTION DE PROJETS & PMO,analysis,heuristique
outil-de-gestion-de-projets-d-innovation-stage-gate,Outil de gestion de projets d'innovation (Stage-Gate),GESTION DE PROJETS & PMO,analysis,heuristique
outil-de-gestion-des-avantages-sociaux,Outil de gestion des avantages sociaux,RH & CAPITAL HUMAIN,analysis,heuristique
outil-de-gestion-des-compétences-critiques-et-rares,Outil de gestion des compétences critiques & rares,RH & CAPITAL HUMAIN,analysis,heuristique
outil-de-gestion-des-conges-absences,Outil de gestion des congés & absences,RH & CAPITAL HUMAIN,analysis,heuristique
outil-de-gestion-des-contrats-projet,Outil de gestion des contrats projet,GESTION DE PROJETS & PMO,analysis,heuristique
outil-de-gestion-des-contrats,Outil de gestion des contrats (CLM — lifecycle),JURIDIQUE & CONFORMITÉ,analysis,heuristique
outil-de-gestion-des-creances-et-recouvrement,Outil de gestion des créances & recouvrement,FINANCE & GESTION,analysis,heuristique
outil-de-gestion-des-dependances-inter-projets,Outil de gestion des dépendances inter-projets,GESTION DE PROJETS & PMO,analysis,heuristique
outil-de-gestion-des-droits-d-auteur-et-licences,Outil de gestion des droits d'auteur & licences,JURIDIQUE & CONFORMITÉ,analysis,heuristique
outil-de-gestion-des-expatries-et-mobilite-internationale,Outil de gestion des expatriés & mobilité internationale,RH & CAPITAL HUMAIN,analysis,heuristique
outil-de-gestion-des-finances-publiques-gfmis,Outil de gestion des finances publiques (GFMIS),OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-de-gestion-des-fonds-de-capital-risque,Outil de gestion des fonds de capital-risque,FINANCE & GESTION,analysis,heuristique
outil-de-gestion-des-formations,Outil de gestion des formations (LMS intégré),RH & CAPITAL HUMAIN,analysis,heuristique
outil-de-gestion-des-garanties-et-suretes,Outil de gestion des garanties & sûretés,FINANCE & GESTION,analysis,heuristique
outil-de-gestion-des-idees,Outil de gestion des idées (Ideation management),INNOVATION & R&D,analysis,heuristique
outil-de-gestion-des-jumeaux-numeriques,Outil de gestion des jumeaux numériques (digital twins),TRANSFORMATION DIGITALE & IA,analysis,heuristique
outil-de-gestion-des-litiges-et-contentieux,Outil de gestion des litiges & contentieux,JURIDIQUE & CONFORMITÉ,analysis,heuristique
outil-de-gestion-des-projets-de-construction,Outil de gestion des projets de construction (BTP),GESTION DE PROJETS & PMO,analysis,heuristique
outil-de-gestion-des-projets-de-transformation-digitale,Outil de gestion des projets de transformation digitale,GESTION DE PROJETS & PMO,analysis,heuristique
outil-de-gestion-des-risques-climatiques,Outil de gestion des risques climatiques (TCFD/TNFD),GESTION DES RISQUES,analysis,heuristique
outil-de-gestion-des-risques-d-innovation-technologique,Outil de gestion des risques d'innovation technologique,GESTION DES RISQUES,analysis,heuristique
outil-de-gestion-des-risques-de-credit-portefeuille,Outil de gestion des risques de crédit portefeuille,GESTION DES RISQUES,analysis,heuristique
outil-de-gestion-des-risques-de-reputation-numerique,Outil de gestion des risques de réputation numérique,GESTION DES RISQUES,analysis,heuristique
outil-de-gestion-des-risques-esg,Outil de gestion des risques ESG,GESTION DES RISQUES,analysis,heuristique
outil-de-gestion-des-risques-pays-et-de-change,Outil de gestion des risques pays & de change,GESTION DES RISQUES,analysis,heuristique
outil-de-gestion-des-risques-physiques-et-climatiques,Outil de gestion des risques physiques & climatiques,RSE & DÉVELOPPEMENT DURABLE,analysis,heuristique
outil-de-gestion-des-stocks-optimisation-niveaux,Outil de gestion des stocks & optimisation des niveaux,SUPPLY CHAIN & ACHATS,analysis,heuristique
outil-de-gestion-des-subventions-aides-et-dossiers,"Outil de gestion des subventions, aides & dossiers",FINANCE & GESTION,analysis,heuristique
outil-de-gestion-des-travailleurs-indedependants-et-gig-workers,Outil de gestion des travailleurs indépendants & gig workers,RH & CAPITAL HUMAIN,analysis,heuristique
outil-de-gestion-du-changement-projet,Outil de gestion du changement projet,GESTION DE PROJETS & PMO,analysis,heuristique
outil-de-gestion-du-portefeuille-d-innovations-stage-gate,Outil de gestion du portefeuille d'innovations (Stage-Gate),INNOVATION & R&D,analysis,heuristique
outil-de-gestion-du-stress-et-prevention-burn-out,Outil de gestion du stress & prévention burn-out,RH & CAPITAL HUMAIN,analysis,heuristique
outil-de-gouvernance-des-donnees,Outil de gouvernance des données (Data Governance),TRANSFORMATION DIGITALE & IA,analysis,heuristique
outil-de-mentorat-inverse,Outil de mentorat inversé & reverse mentoring,PROFILS APPRENANTS & PÉDAGOGIE,profile,heuristique
outil-de-mesure-d-audience-web-analytics,Outil de mesure d'audience & web analytics,MARKETING & COMMERCIAL,table,heuristique
outil-de-mesure-de-l-acces-a-l-energie-et-inclusion-energetique,Outil de mesure de l'accès à l'énergie & inclusion énergétique,RSE & DÉVELOPPEMENT DURABLE,analysis,heuristique
outil-de-mesure-de-l-attractivite-employeur,Outil de mesure de l'attractivité employeur,RH & CAPITAL HUMAIN,analysis,heuristique
outil-de-mesure-de-l-engagement,Outil de mesure de l'engagement (pulse survey),RH & CAPITAL HUMAIN,analysis,heuristique
outil-de-mesure-de-l-impact-des-campagnes,Outil de mesure de l'impact des campagnes,MARKETING & COMMERCIAL,analysis,heuristique
outil-de-mesure-de-la-notoriete-brand-equity,Outil de mesure de la notoriété & brand equity,MARKETING & COMMERCIAL,analysis,heuristique
outil-de-mesure-de-la-valeur-partagee,Outil de mesure de la valeur partagée (CSV — Porter),RSE & DÉVELOPPEMENT DURABLE,analysis,heuristique
outil-de-mesure-du-roi-de-la-transformation-digitale,Outil de mesure du ROI de la transformation digitale,TRANSFORMATION DIGITALE & IA,analysis,heuristique
outil-de-mesure-et-gestion-de-l-impact-social-sroi,Outil de mesure & gestion de l'impact social (SROI),RSE & DÉVELOPPEMENT DURABLE,analysis,heuristique
outil-de-micro-learning-et-learning-nuggets,Outil de micro-learning & learning nuggets,RH & CAPITAL HUMAIN,analysis,heuristique
outil-de-modelisation-actuarielle,Outil de modélisation actuarielle,OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-de-modélisation-des-risques-actuariels,Outil de modélisation des risques actuariels,FINANCE & GESTION,analysis,heuristique
outil-de-monitoring-des-reseaux-sociaux-et-e-reputation,Outil de monitoring des réseaux sociaux & e-réputation,INTELLIGENCE ÉCONOMIQUE & VEILLE,analysis,heuristique
outil-de-partenariat-public-prive-a-impact,Outil de partenariat public-privé à impact (PPP),RSE & DÉVELOPPEMENT DURABLE,analysis,heuristique
outil-de-partenariat-public-privé-à-impact,Outil de partenariat public-privé à impact,RSE & DÉVELOPPEMENT DURABLE,analysis,heuristique
outil-de-participation-citoyenne-numerique,Outil de participation citoyenne numérique,OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-de-people-analytics-avance,Outil de People Analytics avancé,RH & CAPITAL HUMAIN,table,heuristique
outil-de-personnalisation-ia-des-offres,Outil de personnalisation IA des offres,MARKETING & COMMERCIAL,analysis,heuristique
outil-de-pharmacovigilance-et-effets-indesirables,Outil de pharmacovigilance & effets indésirables,OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-de-pilotage-de-la-performance-strategique,Outil de pilotage de la performance stratégique,STRATÉGIE & MANAGEMENT,analysis,heuristique
outil-de-pilotage-des-nao,Outil de pilotage des NAO,RH & CAPITAL HUMAIN,analysis,heuristique
outil-de-prevention-et-gestion-des-rps,Outil de prévention & gestion des RPS,RH & CAPITAL HUMAIN,analysis,heuristique
outil-de-prevision-de-la-demande-forecasting-ia,Outil de prévision de la demande (forecasting IA),SUPPLY CHAIN & ACHATS,analysis,heuristique
outil-de-priorisation-des-projets,"Outil de priorisation des projets (MoSCoW, scoring)",GESTION DE PROJETS & PMO,assessment,heuristique
outil-de-priorisation-strategique-moscow-scoring,"Outil de priorisation stratégique (MoSCoW, scoring)",STRATÉGIE & MANAGEMENT,assessment,heuristique
outil-de-protection-de-l-innovation,"Outil de protection de l'innovation (brevets, marques, secrets)",INNOVATION & R&D,analysis,heuristique
outil-de-protection-de-la-proprieté-intellectuelle,Outil de protection de la propriété intellectuelle,JURIDIQUE & CONFORMITÉ,analysis,heuristique
outil-de-quantification-des-risques-monte-carlo,Outil de quantification des risques (Monte Carlo),GESTION DES RISQUES,analysis,heuristique
outil-de-reconnaissance-des-acquis-vae-rncp,Outil de reconnaissance des acquis (VAE/RNCP),PROFILS APPRENANTS & PÉDAGOGIE,profile,heuristique
outil-de-reconnaissance-des-acquis,Outil de reconnaissance des acquis,PROFILS APPRENANTS & PÉDAGOGIE,profile,heuristique
outil-de-reporting-unifie-rse-multi-referentiels,Outil de reporting unifié RSE multi-référentiels,RSE & DÉVELOPPEMENT DURABLE,table,heuristique
outil-de-scenario-planning-et-futurs-possibles,Outil de scenario planning & futurs possibles,INNOVATION & R&D,analysis,heuristique
outil-de-scoring-credit-et-risque-client,Outil de scoring crédit & risque client,OUTILS SECTORIELS SPÉCIALISÉS,assessment,heuristique
outil-de-scoring-qualification-nurturing-des-leads,"Outil de scoring, qualification & nurturing des leads",MARKETING & COMMERCIAL,assessment,heuristique
outil-de-simulation-de-politique-dividende,Outil de simulation de politique dividende,FINANCE & GESTION,document,heuristique
outil-de-simulation-et-exercices-de-crise,Outil de simulation & exercices de crise,GESTION DES RISQUES,analysis,heuristique
outil-de-simulation-et-mise-en-situation-pedagogique,Outil de simulation & mise en situation pédagogique,PROFILS APPRENANTS & PÉDAGOGIE,profile,heuristique
outil-de-simulation-financiere-de-projet-ppp,Outil de simulation financière de projet PPP,ÉTUDES DE PROJETS & FAISABILITÉ,analysis,heuristique
outil-de-sourcing-et-chasse-de-tetes-ia-augmente,Outil de sourcing & chasse de têtes IA-augmenté,RH & CAPITAL HUMAIN,analysis,heuristique
outil-de-suivi-budg-etat-projet-evm,Outil de suivi budgétaire projet (EVM),GESTION DE PROJETS & PMO,analysis,heuristique
outil-de-suivi-des-megatendances-mondiales,Outil de suivi des mégatendances mondiales,INTELLIGENCE ÉCONOMIQUE & VEILLE,analysis,heuristique
outil-de-suivi-et-reporting-chantier,Outil de suivi & reporting chantier,OUTILS SECTORIELS SPÉCIALISÉS,table,heuristique
outil-de-test-validation-mvp-lean-startup,Outil de test & validation MVP (Lean Startup),INNOVATION & R&D,analysis,heuristique
outil-de-validation-de-marche-mvp-lean-startup,Outil de validation de marché (MVP & lean startup),OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-de-valorisation-de-la-recherche-et-spin-off,Outil de valorisation de la recherche & spin-off,INNOVATION & R&D,analysis,heuristique
outil-de-veille-concurrentielle-automatisee,Outil de veille concurrentielle automatisée,INTELLIGENCE ÉCONOMIQUE & VEILLE,analysis,heuristique
outil-de-veille-des-appels-doffres-et-marches-publics,Outil de veille des appels d'offres & marchés publics,INTELLIGENCE ÉCONOMIQUE & VEILLE,analysis,heuristique
outil-de-veille-des-brevets-et-propriete-intellectuelle,Outil de veille des brevets & propriété intellectuelle,INTELLIGENCE ÉCONOMIQUE & VEILLE,analysis,heuristique
outil-de-veille-des-financements-disponibles,"Outil de veille des financements disponibles (bailleurs, fonds)",INTELLIGENCE ÉCONOMIQUE & VEILLE,analysis,heuristique
outil-de-veille-des-marches-financiers-et-matiere-premiere,Outil de veille des marchés financiers & matières premières,INTELLIGENCE ÉCONOMIQUE & VEILLE,analysis,heuristique
outil-de-veille-des-politiques-publiques-et-reformes,Outil de veille des politiques publiques & réformes,INTELLIGENCE ÉCONOMIQUE & VEILLE,analysis,heuristique
outil-de-veille-des-prix-et-indices-sectoriels,Outil de veille des prix & indices sectoriels,INTELLIGENCE ÉCONOMIQUE & VEILLE,analysis,heuristique
outil-de-veille-des-risques-geopolitiques,Outil de veille des risques géopolitiques,GESTION DES RISQUES,analysis,heuristique
outil-de-veille-des-tendances-consommateurs,Outil de veille des tendances consommateurs,INTELLIGENCE ÉCONOMIQUE & VEILLE,analysis,heuristique
outil-de-veille-juridique-rh-droit-du-travail,Outil de veille juridique RH & droit du travail,RH & CAPITAL HUMAIN,analysis,heuristique
outil-de-veille-juridique-sectorielle-automatisee,Outil de veille juridique sectorielle automatisée,JURIDIQUE & CONFORMITÉ,analysis,heuristique
outil-de-veille-reglementaire-et-juridique,Outil de veille réglementaire & juridique,INTELLIGENCE ÉCONOMIQUE & VEILLE,analysis,heuristique
outil-de-veille-strategique-sectorielle-ia,Outil de veille stratégique sectorielle IA,INTELLIGENCE ÉCONOMIQUE & VEILLE,analysis,heuristique
outil-de-veille-technologique-et-innovation-sectorielle,Outil de veille technologique & innovation sectorielle,INNOVATION & R&D,analysis,heuristique
outil-de-veille-technologique-et-innovation,Outil de veille technologique & innovation,INTELLIGENCE ÉCONOMIQUE & VEILLE,analysis,heuristique
outil-de-vente-argumentation-gestion-objections,"Script de vente, argumentation & gestion des objections",MARKETING & COMMERCIAL,analysis,heuristique
outil-de-verification-declarations-environnementales,Outil de vérification déclarations environnementales,Inspection Technique & Vérification,assessment,heuristique
outil-dia-biais-algorithmiques,Outil d'IA éthique RH (biais algorithmiques),RH & CAPITAL HUMAIN,analysis,heuristique
outil-diagnostic-conformite-afd,Outil diagnostic conformité AFD,Conformité Bailleurs & Projets Financés,assessment,heuristique
outil-dms-gestion-documentation-qualite,Outil de gestion de la documentation qualité (DMS),QUALITÉ & EXCELLENCE OPÉRATIONNELLE,analysis,heuristique
outil-efficacite-communication-kpis,Outil de mesure de l'efficacité de la communication (KPIs),COMMUNICATION & RELATIONS EXTÉRIEURES,table,heuristique
outil-escalade-gestion-issues-projet,Outil d'escalade & gestion des issues projet,GESTION DE PROJETS & PMO,analysis,heuristique
outil-evaluation-des-apprentissages,Outil d'évaluation des apprentissages,OUTILS SECTORIELS SPÉCIALISÉS,assessment,heuristique
outil-evaluation-performance-360,Outil d'évaluation de la performance 360°,RH & CAPITAL HUMAIN,assessment,heuristique
outil-evaluation-politiques-publiques,Outil d'évaluation des politiques publiques,OUTILS SECTORIELS SPÉCIALISÉS,assessment,heuristique
outil-feuille-de-route-transformation-digitale,Feuille de route de transformation digitale,TRANSFORMATION DIGITALE & IA,document,heuristique
outil-gestion-actif-passif-alm,Outil de gestion actif-passif (ALM),OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-gestion-changement-processus,Outil de gestion du changement processus,QUALITÉ & EXCELLENCE OPÉRATIONNELLE,analysis,heuristique
outil-gestion-cultures-calendrier-cultural,Outil de gestion des cultures & calendrier cultural,OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-gestion-entrepots-wms,Outil de gestion des entrepôts (WMS),SUPPLY CHAIN & ACHATS,analysis,heuristique
outil-gestion-etablissements-scolaires,Outil de gestion des établissements scolaires,OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-gestion-flux-douaniers-transitaires,Outil de gestion des flux douaniers & transitaires,OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-gestion-hoteliere-revpar,Outil de gestion hôtelière & RevPAR,OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-gestion-immobiliere-valorisation,Outil de gestion immobilière & valorisation,OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-gestion-indicateurs-qualite-kqi,Outil de gestion des indicateurs qualité (KQI),QUALITÉ & EXCELLENCE OPÉRATIONNELLE,analysis,heuristique
outil-gestion-medias-communautaires-radio-presse-locale,"Outil de gestion des médias communautaires (radio, presse locale)",COMMUNICATION & RELATIONS EXTÉRIEURES,analysis,heuristique
outil-gestion-medicaments-essentiels,Outil de gestion des médicaments essentiels,OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-gestion-non-conformites-capa,Outil de gestion des non-conformités & CAPA,QUALITÉ & EXCELLENCE OPÉRATIONNELLE,assessment,heuristique
outil-gestion-produit,Outil de gestion produit,OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-gestion-programmes-humanitaires-4w-5w,Outil de gestion de programmes humanitaires (4W/5W),OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-gestion-qualite-enseignement,Outil de gestion de la qualité dans l'enseignement,QUALITÉ & EXCELLENCE OPÉRATIONNELLE,analysis,heuristique
outil-gestion-reclamations-clients,Outil de gestion des réclamations clients,QUALITÉ & EXCELLENCE OPÉRATIONNELLE,analysis,heuristique
outil-gestion-relation-fournisseurs-srm,Outil de gestion de la relation fournisseurs (SRM),SUPPLY CHAIN & ACHATS,analysis,heuristique
outil-gestion-ressources-minieres,Outil de gestion des ressources minières,OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-gestion-risques-qualite-fmea,Outil de gestion des risques qualité (FMEA),QUALITÉ & EXCELLENCE OPÉRATIONNELLE,analysis,heuristique
outil-igp-aop-eligibilite-produit,Outil IGP/AOP — éligibilité produit,Certification de Produits & Services,assessment,heuristique
outil-integrite-marches-publics,Outil intégrité marchés publics,"Gouvernance, Éthique & Anti-Corruption",assessment,heuristique
outil-management-qualite-projet,Outil de management de la qualité en projet (QAP),QUALITÉ & EXCELLENCE OPÉRATIONNELLE,analysis,heuristique
outil-management-reputation-en-ligne-orm,Outil de management de la réputation en ligne (ORM),COMMUNICATION & RELATIONS EXTÉRIEURES,analysis,heuristique
outil-management-visuel-tableau-bord-operationnel,Outil de management visuel & tableau de bord opérationnel,QUALITÉ & EXCELLENCE OPÉRATIONNELLE,table,heuristique
outil-marketing-automation-personnalisation,Outil de marketing automation & personnalisation,MARKETING & COMMERCIAL,analysis,heuristique
outil-mesure-acces-energie,Outil de mesure de l'accès à l'énergie,OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-mesure-image-reputation,Outil de mesure de l'image & réputation,COMMUNICATION & RELATIONS EXTÉRIEURES,analysis,heuristique
outil-mesure-impact-ong-sroi,Outil de mesure d'impact ONG & SROI,OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-mesure-qualite-soins-accréditation-has-jci,Outil de mesure de la qualité des soins (accréditation HAS/JCI),OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-mesure-satisfaction-interne-collaborateurs,Outil de mesure de la satisfaction interne (collaborateurs),QUALITÉ & EXCELLENCE OPÉRATIONNELLE,analysis,heuristique
outil-negociation-contrat-achats,Outil de négociation & contractualisation achats,SUPPLY CHAIN & ACHATS,analysis,heuristique
outil-optimisation-portuaire-fret-maritime,Outil d'optimisation portuaire & fret maritime,SUPPLY CHAIN & ACHATS,analysis,heuristique
outil-optimisation-tournees-routage-ia,Outil d'optimisation des tournées & routage IA,OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-planification-nationale-suivi-odd,Outil de planification nationale & suivi des ODD,OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-preparation-label-engage-rse-afnor,Outil de préparation label Engagé RSE (AFNOR),Labels ESG / RSE / Durabilité,assessment,heuristique
outil-preparation-reporting-gri-sasb,Outil de préparation reporting GRI/SASB,Labels ESG / RSE / Durabilité,table,heuristique
outil-production-contenu-ia-assiste,Outil de production de contenu IA-assisté,COMMUNICATION & RELATIONS EXTÉRIEURES,analysis,heuristique
outil-profilage-partners-investors,Outil de profilage des partenaires & investisseurs,INTELLIGENCE ÉCONOMIQUE & VEILLE,analysis,heuristique
outil-qualification-evaluation-fournisseurs,Outil de qualification & évaluation des fournisseurs,SUPPLY CHAIN & ACHATS,assessment,heuristique
outil-revue-direction-management-review,Outil de revue de direction & management review,QUALITÉ & EXCELLENCE OPÉRATIONNELLE,analysis,heuristique
outil-rse-africain,Programme RSE adapté aux contextes africains,RSE & DÉVELOPPEMENT DURABLE,analysis,heuristique
outil-six-sigma-dmaic,Outil Six Sigma & démarche DMAIC,QUALITÉ & EXCELLENCE OPÉRATIONNELLE,analysis,heuristique
outil-social-learning,Outil de social learning & apprentissage collaboratif,PROFILS APPRENANTS & PÉDAGOGIE,profile,heuristique
outil-strategie-cloud,"Stratégie cloud, migration & architecture",TRANSFORMATION DIGITALE & IA,analysis,heuristique
outil-suivi-actions-correctives-preventives,Outil de suivi des actions correctives & préventives,QUALITÉ & EXCELLENCE OPÉRATIONNELLE,analysis,heuristique
outil-suivi-sante-mentale-entreprise,Outil de suivi de la santé mentale en entreprise,RH & CAPITAL HUMAIN,analysis,heuristique
